Date,dsp_toxins,dsp_phyto,mean_sst,mean_chl,mean_temp,max_temp,min_temp,rainfall
2017-08-20,94.0,20.0,292.7514343261719,1.973086357116699,20.25714285714286,28.29999999999999,12.62857142857143,0.0
2017-08-27,224.0,680.0,294.5842895507812,1.491992950439453,20.65714285714285,29.4,13.24285714285714,0.0
2017-09-03,133.0,680.0,294.4289245605469,3.0226232707500453,19.053571428571427,27.176984126984127,8.687852119750856,1.3104156577885397
2017-09-10,42.0,320.0,294.2735595703125,1.262002348899841,18.52857142857143,27.02857142857144,11.12857142857143,0.0
2017-09-17,47.0,20.0,291.9750061035156,7.363411426544189,16.77142857142857,24.47142857142857,8.585714285714285,0.0
2017-09-24,58.0,20.0,291.57749938964844,3.74922239780426,18.67142857142857,27.7984126984127,8.687852119750856,1.3104156577885397
2017-10-01,69.0,20.0,291.1799926757812,2.62225341796875,18.0,26.63333333333334,10.2,0.0
2017-10-08,97.0,20.0,292.2032165527344,3.7820229530334473,18.175,26.54380952380953,8.687852119750856,1.3104156577885397
2017-10-15,125.0,20.0,293.2264404296875,1.360404014587402,19.4,30.95714285714286,10.24285714285714,0.0
2017-10-22,95.33333333333333,20.0,293.38739013671875,1.536138077576955,15.92142857142857,25.62095238095238,8.687852119750856,1.3104156577885397
2017-10-29,65.66666666666666,20.0,293.54833984374994,2.143028438091278,15.92142857142857,25.44666666666667,8.687852119750856,1.3104156577885397
2017-11-05,36.0,20.0,293.7092895507812,0.6257568001747131,15.72857142857143,23.62857142857143,8.2,1.971428571428572
2017-11-12,64.0,20.0,292.8778381347656,4.442924499511719,10.55714285714286,22.41428571428571,0.9857142857142858,0.01428571428571429
2017-11-19,65.5,20.0,292.5535583496094,2.102083464463552,12.317857142857143,24.005714285714284,8.687852119750856,1.3104156577885397
2017-11-26,67.0,20.0,292.2292785644531,1.237569093704224,14.87142857142857,23.6,6.857142857142857,0.2333333333333334
2017-12-03,56.0,20.0,291.76856994628906,2.182822863260905,12.317857142857143,21.597142857142856,8.687852119750856,1.3104156577885397
2017-12-10,45.0,20.0,291.307861328125,0.8679749965667725,8.114285714285714,19.42857142857143,-0.5428571428571426,0.1333333333333333
2017-12-17,39.0,20.0,290.7142842610677,0.9135131041208905,11.961904761904762,20.08857142857143,8.687852119750856,1.3104156577885397
2017-12-24,33.0,20.0,290.12070719401044,0.7514851093292236,11.29642857142857,19.262857142857143,8.687852119750856,1.3104156577885397
2017-12-31,27.0,20.0,289.5271301269531,0.6349952220916748,12.9,18.91428571428571,7.214285714285714,1.485714285714286
2018-01-07,31.5,20.0,288.9885559082031,1.3012681007385252,9.651428571428571,17.788095238095238,8.687852119750856,1.3104156577885397
2018-01-14,36.0,20.0,288.4499816894531,1.359402298927307,9.299999999999999,16.08571428571429,1.557142857142857,3.671428571428571
2018-01-21,36.0,20.0,288.4278564453125,1.909406781196594,9.728571428571428,18.28571428571428,2.057142857142857,0.01428571428571429
2018-01-28,36.0,20.0,288.3928527832031,3.175942420959473,8.214285714285714,16.44285714285714,0.2285714285714284,1.0
2018-02-04,36.0,20.0,287.8271484375,10.28981494903564,10.72857142857143,17.57142857142857,1.914285714285714,0.9428571428571428
2018-02-11,36.0,20.0,287.3760681152344,5.847852635383606,9.102380952380953,17.512244897959185,8.687852119750856,1.3104156577885397
2018-02-18,36.0,40.0,286.9249877929688,3.662010669708252,8.642857142857142,17.28571428571429,0.4285714285714285,0.2857142857142857
2018-02-25,36.0,20.0,287.0978393554688,10.20208835601807,8.0,19.45714285714286,-1.271428571428572,0.0
2018-03-04,36.0,20.0,287.1374816894531,4.225694507360459,11.094285714285714,17.70748299319728,8.687852119750856,1.3104156577885397
2018-03-11,36.0,20.0,287.1771240234375,1.726515054702759,14.2,17.45714285714286,9.828571428571427,6.566666666666666
2018-03-18,36.0,20.0,287.4778442382812,1.312163949012756,13.9,17.26666666666667,9.499999999999998,10.24
2018-03-25,36.0,20.0,287.4639282226562,3.0525314807891846,12.11190476190476,18.536904761904765,8.687852119750856,1.3104156577885397
2018-04-01,36.0,20.0,287.4500122070312,1.795396447181702,11.71428571428571,18.47142857142857,4.371428571428572,0.3428571428571429
2018-04-08,36.0,20.0,287.63427734375,7.376050472259521,12.35714285714286,18.97142857142857,5.128571428571428,1.928571428571429
