Date,dsp_toxins,dsp_phyto,mean_sst,mean_chl,mean_temp,max_temp,min_temp,mean_wind_intensity,wind_dir,rainfall
2015-01-11,15.0,20.0,289.3666687011719,1.153789281845093,6.342857142857143,18.25714285714286,-1.728571428571428,0.5285714285714286,0.0,0.04285714285714286
2015-01-18,16.5,20.0,288.63292223884196,0.9564477652129385,15.201391076115485,17.035714285714285,8.266989126359205,1.2714216095795043,3.742857142857143,1.395294560511952
2015-01-25,18.0,20.0,288.1614074707031,0.9850609302520752,9.9,15.81428571428571,4.57142857142857,1.342857142857143,5.714285714285714,2.142857142857143
2015-02-01,17.0,20.0,287.8138122558594,1.208999037742615,9.885714285714286,15.94285714285714,4.057142857142858,1.042857142857143,5.285714285714286,1.085714285714286
2015-02-08,29.0,20.0,287.0304565429688,1.504713296890259,8.0,14.14285714285714,1.357142857142857,1.2,5.428571428571429,0.8285714285714284
2015-02-15,36.0,20.0,287.1023864746094,2.014316320419312,10.2,15.91428571428571,4.557142857142858,1.2,2.285714285714286,7.72857142857143
2015-02-22,23.0,20.0,287.1209411621094,1.83215606212616,11.08571428571429,17.45714285714286,5.471428571428572,1.442857142857143,4.714285714285714,0.5857142857142856
2015-03-01,36.0,20.0,286.9009399414062,2.030871152877808,11.86666666666667,16.7,5.514285714285713,1.316666666666667,8.0,0.15
2015-03-08,35.0,20.0,287.2842712402344,3.640424489974976,12.31428571428571,21.01428571428571,5.214285714285715,1.471428571428572,3.857142857142857,0.0
2015-03-15,26.0,20.0,287.36583118955804,2.5460040481495714,15.201391076115485,19.364285714285714,8.266989126359205,1.2714216095795043,4.642857142857143,1.395294560511952
2015-03-22,17.0,20.0,287.3347473144531,1.799374580383301,11.07142857142857,17.71428571428572,4.857142857142857,0.9285714285714286,3.142857142857143,2.385714285714286
2015-03-29,44.0,20.0,287.5461730957031,4.029237270355225,12.1,17.97142857142857,5.471428571428571,1.657142857142857,6.714285714285714,1.2
2015-04-05,59.5,20.0,287.91616579208164,2.3167129339519583,15.201391076115485,18.82857142857143,8.266989126359205,1.2714216095795043,4.732142857142857,1.395294560511952
2015-04-12,75.0,160.0,288.5066528320312,3.564696073532104,14.52857142857143,19.68571428571429,9.799999999999999,2.171428571428571,3.0,2.328571428571429
2015-04-19,74.0,20.0,289.221435546875,11.65009021759033,14.3,20.48571428571428,6.585714285714285,1.4,3.142857142857143,0.5833333333333334
2015-04-26,159.0,20.0,289.2538146972656,5.905046463012695,14.8,20.98571428571429,7.971428571428571,1.342857142857143,5.428571428571429,1.216666666666667
2015-05-03,116.0,20.0,289.6061706542969,8.368937492370605,15.45714285714286,22.1,8.614285714285714,1.042857142857143,4.571428571428571,0.08
2015-05-10,61.0,20.0,289.6790466308594,16.10291862487793,16.17142857142857,23.54285714285714,7.942857142857142,1.314285714285714,3.857142857142857,0.0
2015-05-17,43.0,60.0,290.5256958007812,1.010117530822754,18.72857142857143,28.55714285714286,10.45714285714286,1.628571428571428,4.857142857142857,0.0
2015-05-24,37.0,20.0,290.7895202636719,1.673184037208557,16.48571428571429,24.31428571428572,8.22857142857143,1.414285714285714,4.285714285714286,0.0
2015-05-31,41.0,20.0,292.4047546386719,1.298416256904602,17.24285714285714,25.18571428571429,8.742857142857144,1.185714285714286,4.428571428571429,0.0
2015-06-07,68.0,120.0,293.1181030273438,2.255001068115234,18.88571428571429,27.27142857142857,10.38571428571428,1.228571428571428,4.571428571428571,0.0
2015-06-14,88.0,20.0,293.3233337402344,0.4904837608337402,18.52857142857143,25.12857142857143,12.58333333333333,1.242857142857143,5.285714285714286,0.05000000000000001
2015-06-21,110.0,20.0,293.1795043945312,1.701621890068054,20.0,27.74285714285714,12.12857142857143,1.185714285714285,5.142857142857143,0.05714285714285715
2015-06-28,108.0,20.0,293.451904296875,2.367897987365723,19.82857142857143,27.94285714285714,11.64285714285714,1.171428571428571,3.428571428571428,0.0
2015-07-05,166.0,5684.0,294.143310546875,0.8773410320281982,19.65714285714286,25.77142857142857,12.97142857142857,1.557142857142857,6.857142857142857,0.0
2015-07-12,81.0,20.0,293.8414306640625,1.231707572937012,19.81428571428571,25.71428571428572,13.8,1.642857142857143,8.0,0.0
2015-07-19,108.0,20.0,293.5295104980469,1.394911170005798,21.0,27.55714285714286,15.8,1.771428571428572,8.0,0.02857142857142857
2015-07-26,50.0,20.0,293.7599792480469,3.122153282165527,20.81428571428572,26.72857142857143,14.72857142857143,1.714285714285714,8.0,0.0
2015-08-02,76.0,20.0,292.326171875,17.49749565124512,21.18571428571428,27.15714285714285,15.58571428571429,1.571428571428571,7.428571428571429,0.1285714285714286
2015-08-09,43.0,20.0,291.9966735839844,4.606706619262695,20.54285714285714,28.28571428571428,13.71428571428571,1.614285714285714,7.857142857142857,0.0
2015-08-16,64.0,20.0,292.0828552246094,3.868827342987061,19.87142857142857,26.0,14.4,1.485714285714286,7.857142857142857,0.0
2015-08-23,52.0,20.0,292.0333251953125,8.50996208190918,19.78571428571428,27.12857142857143,13.05714285714286,1.271428571428572,3.428571428571428,0.01428571428571429
2015-08-30,75.0,40.0,292.3790283203125,11.16992855072021,21.17142857142857,28.91428571428571,13.75714285714286,1.514285714285714,5.571428571428571,0.0
2015-09-06,144.0,120.0,291.8166809082031,9.859513282775879,18.51428571428571,25.12857142857143,12.35714285714286,1.228571428571428,4.571428571428571,0.0
2015-09-13,176.0,60.0,292.0009460449219,11.0198221206665,17.97142857142857,26.2,9.814285714285715,1.128571428571429,4.285714285714286,0.09999999999999999
