Date,dsp_toxins,dsp_phyto,mean_sst,mean_chl,mean_temp,max_temp,min_temp,mean_wind_intensity,mean_wind_dir,wind_dir,rainfall
2015-01-11,52.0,20.0,286.4471435546875,3.863678932189941,8.485714285714286,14.34285714285714,4.0,1.385714285714286,91.42857142857143,1.857142857142857,0.0
2015-01-18,41.0,20.0,286.095703125,1.174718260765076,9.742857142857142,13.55714285714286,6.485714285714286,2.857142857142857,138.5714285714286,3.142857142857143,8.857142857142858
2015-01-25,42.0,20.0,285.78857421875,1.405825257301331,9.728571428571428,13.27142857142857,6.2,2.528571428571429,209.2857142857143,7.0,2.828571428571429
2015-02-01,35.0,20.0,286.1771240234375,2.030672311782837,10.44285714285714,13.85714285714286,6.271428571428571,3.600000000000001,191.2857142857143,5.285714285714286,2.442857142857143
2015-02-08,42.5,20.0,285.5914306640625,1.955689191818237,8.657142857142857,12.08571428571429,4.457142857142857,4.000000000000001,200.2857142857143,5.571428571428571,2.271428571428571
2015-02-15,39.0,20.0,285.2599792480469,1.524901390075684,11.42857142857143,15.42857142857143,8.542857142857143,2.814285714285714,160.2857142857143,3.571428571428572,1.771428571428572
2015-02-22,35.0,20.0,285.4285583496094,2.600192785263062,11.68571428571429,15.22857142857143,8.27142857142857,3.471428571428572,228.4285714285714,5.0,2.157142857142857
2015-03-01,20.0,20.0,285.5071411132812,2.129748582839966,12.22857142857143,14.61428571428572,9.62857142857143,3.485714285714285,285.0,6.285714285714286,1.657142857142857
2015-03-08,25.333333333333332,2062.0035971223024,285.6257120768229,2.3649706840515137,12.335714285714289,15.967857142857145,9.207142857142856,3.4767857142857146,212.42857142857142,5.017857142857142,2.58054470709147
2015-03-15,30.666666666666664,2062.0035971223024,285.7442830403645,3.1428858041763306,12.621428571428574,15.946428571428573,9.578571428571427,3.319642857142857,216.41071428571428,4.946428571428571,2.58054470709147
2015-03-22,36.0,20.0,285.8628540039062,4.156023025512695,14.0,18.6,10.38571428571428,2.785714285714286,61.14285714285715,1.571428571428571,0.07142857142857142
2015-03-29,30.0,20.0,285.971435546875,3.399868249893188,12.57142857142857,15.34285714285714,10.02857142857143,4.871428571428572,336.7142857142857,7.571428571428571,0.01428571428571429
2015-04-05,42.0,20.0,286.6028442382812,4.233004570007324,16.7,22.9,11.85714285714286,2.785714285714286,236.2857142857143,5.285714285714286,0.0
2015-04-12,33.0,20.0,287.1228332519531,2.122956991195679,16.01428571428572,20.81428571428571,12.12857142857143,2.342857142857143,223.1428571428571,4.714285714285714,0.9
2015-04-19,52.0,80.0,287.8814086914062,1.688086628913879,16.27142857142857,20.17142857142857,12.58571428571429,2.6,184.4285714285714,5.142857142857143,3.771428571428571
2015-04-26,319.0,40.0,288.4042663574219,1.09032130241394,15.52857142857143,19.11428571428571,12.12857142857143,2.842857142857143,243.1428571428571,5.285714285714286,3.771428571428571
2015-05-03,250.0,20.0,289.0528564453125,1.137992143630981,16.15714285714285,18.94285714285714,13.15714285714286,2.842857142857143,213.4285714285714,4.857142857142857,6.242857142857143
2015-05-10,117.0,280.0,289.2557067871094,1.701752543449402,16.61428571428572,20.57142857142857,13.21428571428571,3.342857142857143,219.7142857142857,5.0,6.685714285714286
2015-05-17,850.0,820.0,290.0142822265625,2.058923244476318,18.44285714285714,23.07142857142857,14.22857142857143,3.157142857142857,264.7142857142857,7.0,0.0
2015-05-24,505.0,20.0,288.1771240234375,12.90372943878174,16.9,20.34285714285715,12.95714285714286,4.285714285714286,246.0,7.714285714285714,0.0
2015-05-31,180.0,20.0,288.971435546875,12.46904373168945,18.91428571428571,23.22857142857143,14.47142857142857,2.957142857142857,230.0,7.285714285714286,0.0
2015-06-07,72.0,20.0,289.1499938964844,7.090424060821533,17.45714285714286,21.34285714285714,14.3,2.514285714285715,306.5714285714286,6.571428571428571,0.7857142857142857
2015-06-14,132.0,20.0,290.1871337890625,1.111024498939514,18.11666666666667,21.71666666666667,15.41666666666667,2.433333333333333,219.0,4.333333333333333,8.76
2015-06-21,324.0,20.0,291.9442749023438,0.9097297191619873,22.44285714285714,28.62857142857143,16.78571428571428,2.142857142857143,174.7142857142857,6.142857142857143,0.0
2015-06-28,360.0,80.0,292.1785583496094,0.7868826389312744,19.3,22.48571428571429,16.47142857142857,2.171428571428571,303.8571428571428,6.857142857142857,0.02857142857142857
2015-07-05,264.0,20.0,291.9656982421875,0.7600588798522949,20.05714285714285,24.72857142857143,16.37142857142857,2.085714285714286,287.0,6.142857142857143,0.0
2015-07-12,99.0,40.0,291.5599975585938,3.487924337387085,19.61428571428572,23.32857142857143,16.52857142857143,2.4,301.1428571428572,6.714285714285714,0.0
2015-07-19,70.0,80.0,291.5657043457031,2.081639289855957,20.34285714285715,25.21428571428572,17.5,2.057142857142857,265.7142857142857,5.857142857142857,0.0
2015-07-26,215.0,20.0,291.6699829101562,6.818652153015137,20.38571428571428,24.12857142857143,16.97142857142857,2.442857142857143,323.8571428571428,7.0,0.02857142857142857
2015-08-02,293.0,120.0,291.1585693359375,5.350683689117432,20.82857142857143,24.54285714285714,18.15714285714285,2.185714285714285,290.8571428571428,6.285714285714286,0.2142857142857143
2015-08-09,486.0,20.0,291.124267578125,10.21193981170654,19.8,25.2,15.11428571428572,2.371428571428571,321.1428571428572,7.142857142857143,0.0
2015-08-16,983.0,160.0,290.2585754394531,3.201180696487427,19.44285714285715,23.44285714285714,16.64285714285715,2.114285714285714,270.2857142857143,6.0,0.0
