Date,dsp_toxins,asp_toxins,psp_toxins
2017-02-26,36.0,1.8,417.0
2017-03-05,41.0,1.8,71.0
2017-03-12,481.0,1.8,71.0
2017-03-19,38.0,1.8,141.0
2017-03-26,66.0,1.8,71.0
2017-04-02,36.0,1.8,71.0
2017-04-09,625.0,1.8,143.0
2017-04-16,623.5,,
2017-04-23,622.0,1.8,71.0
2017-04-30,625.0,4.9,71.0
2017-05-07,237.0,,71.0
2017-05-14,431.0,,
2017-05-21,625.0,1.8,71.0
2017-05-28,625.0,1.8,71.0
2017-06-04,165.0,1.8,580.3333333333334
2017-06-11,199.66666666666666,,
2017-06-18,234.33333333333331,1.8,
2017-06-25,269.0,1.8,71.0
2017-07-02,514.0,1.8,71.0
2017-07-09,225.0,1.8,71.0
2017-07-16,294.5,,
2017-07-23,364.0,,71.0
2017-07-30,359.0,1.8,71.0
2017-08-06,625.0,1.8,71.0
2017-08-13,520.0,,
2017-08-20,415.0,18.8,90.0
2017-08-27,481.0,1.8,124.0
2017-09-03,269.5,1.8,1700.5
2017-09-10,325.0,1.8,71.0
2017-09-17,287.0,,
2017-09-24,249.0,1.8,97.0
2017-10-01,576.0,1.8,119.0
2017-10-08,172.0,1.8,71.0
2017-10-15,195.0,,
2017-10-22,218.0,1.8,5.0
2017-10-29,425.0,1.8,71.0
2017-11-05,272.0,1.8,71.0
2017-11-12,494.5,1.8,67.0
2017-11-19,225.0,1.8,71.0
2017-11-26,158.0,1.8,71.0
2017-12-03,61.0,1.8,71.0
2017-12-10,137.0,1.8,71.0
2017-12-17,138.0,1.8,71.0
2017-12-24,92.0,1.8,71.0
2017-12-31,147.0,1.8,71.0
2018-01-07,91.0,1.8,71.0
2018-01-14,36.0,1.8,71.0
2018-01-21,36.0,1.8,71.0
2018-01-28,36.0,1.8,71.0
2018-02-04,36.0,1.8,71.0
2018-02-11,36.0,1.8,71.0
2018-02-18,36.0,1.8,71.0
2018-02-25,36.0,1.8,71.0
2018-03-04,36.0,1.8,48.0
2018-03-11,28.0,1.8,71.0
2018-03-18,26.0,1.8,38.0
2018-03-25,31.0,1.8,71.0
2018-04-01,36.0,1.8,71.0
2018-04-08,36.0,1.8,71.0
2018-04-15,36.0,1.8,71.0
2018-04-22,182.0,1.8,71.0
2018-04-29,550.0,1.8,71.0
2018-05-06,550.0,1.8,71.0
2018-05-13,430.0,1.8,71.0
2018-05-20,125.0,1.8,71.0
2018-05-27,550.0,1.8,71.0
2018-06-03,550.0,1.8,71.0
2018-06-10,550.0,1.8,71.0
2018-06-17,550.0,3.5,71.0
2018-06-24,550.0,1.8,71.0
2018-07-01,484.0,1.8,71.0
2018-07-08,338.0,1.8,71.0
2018-07-15,136.0,1.8,71.0
2018-07-22,108.0,1.8,71.0
2018-07-29,105.0,1.8,71.0
2018-08-05,36.0,1.8,71.0
2018-08-12,36.0,1.8,71.0
2018-08-19,36.0,1.8,71.0
2018-08-26,36.0,1.8,33.0
2018-09-02,36.0,1.8,55.0
2018-09-09,36.0,1.8,36.0
2018-09-16,36.0,1.8,29.0
2018-09-23,36.0,1.8,71.0
2018-09-30,36.0,1.8,21.0
2018-10-07,36.0,1.8,71.0
2018-10-14,36.0,,
2018-10-21,36.0,1.8,71.0
2018-10-28,36.0,1.8,71.0
2018-11-04,36.0,1.8,71.0
2018-11-11,36.0,1.8,71.0
2018-11-18,36.0,1.8,71.0
2018-11-25,114.0,1.8,71.0
2018-12-02,26.0,1.8,71.0
2018-12-09,19.0,1.8,71.0
2018-12-16,31.0,1.8,71.0
2018-12-23,36.0,1.8,71.0
2018-12-30,36.0,1.8,71.0
2019-01-06,36.0,1.8,71.0
2019-01-13,36.0,1.8,71.0
2019-01-20,36.0,1.8,71.0
2019-01-27,36.0,1.8,71.0
2019-02-03,36.0,1.8,71.0
2019-02-10,29.5,1.8,71.0
2019-02-17,32.75,,
2019-02-24,36.0,1.8,71.0
2019-03-03,36.0,1.8,71.0
2019-03-10,155.0,1.8,71.0
2019-03-17,117.0,1.8,71.0
2019-03-24,36.0,1.8,71.0
2019-03-31,36.0,1.8,71.0
2019-04-07,40.0,1.8,71.0
2019-04-14,36.0,1.8,71.0
2019-04-21,80.0,3.0,71.0
2019-04-28,90.5,,
2019-05-05,101.0,1.8,71.0
2019-05-12,153.0,1.8,71.0
2019-05-19,173.0,1.8,
2019-05-26,263.0,1.8,
2019-06-02,187.0,1.8,
2019-06-09,191.0,1.8,
2019-06-16,85.0,1.8,
2019-06-23,36.0,1.8,
2019-06-30,36.0,1.8,
2019-07-07,86.0,1.8,
2019-07-14,30.0,1.8,
2019-07-21,36.0,1.8,71.0
2019-07-28,102.0,,71.0
2019-08-04,27.0,1.8,71.0
2019-08-11,490.0,4.0,71.0
2019-08-18,510.0,,
2019-08-25,530.0,,
2019-09-01,550.0,1.8,71.0
2019-09-08,550.0,1.8,71.0
2019-09-15,550.0,,
2019-09-22,550.0,,
2019-09-29,550.0,1.8,71.0
2019-10-06,550.0,1.8,71.0
2019-10-13,550.0,1.8,71.0
2019-10-20,550.0,,
2019-10-27,550.0,1.8,71.0
2019-11-03,550.0,1.8,71.0
2019-11-10,550.0,1.8,71.0
2019-11-17,570.0,,
2019-11-24,590.0,1.8,
2019-12-01,123.0,1.8,
2019-12-08,514.0,1.8,
2019-12-15,131.0,1.8,
2019-12-22,198.0,1.8,
2019-12-29,166.0,1.8,
2020-01-05,132.0,,
2020-01-12,98.0,,
2020-01-19,64.0,1.8,
2020-01-26,43.0,1.8,
2020-02-02,50.0,1.8,
2020-02-09,155.0,1.8,
2020-02-16,581.0,1.8,
2020-02-23,352.0,1.8,
2020-03-01,140.0,1.8,
2020-03-08,193.0,1.8,71.0
2020-03-15,268.0,1.8,71.0
2020-03-22,208.0,,
2020-03-29,148.0,1.8,71.0
2020-04-05,123.0,1.8,71.0
2020-04-12,98.0,6.0,71.0
2020-04-19,100.0,1.8,71.0
2020-04-26,36.0,1.8,71.0
2020-05-03,113.0,1.8,71.0
2020-05-10,550.0,1.8,71.0
2020-05-17,550.0,1.8,71.0
2020-05-24,550.0,1.8,71.0
2020-05-31,445.0,1.8,71.0
2020-06-07,153.0,1.8,71.0
2020-06-14,280.0,,71.0
2020-06-21,264.5,,
2020-06-28,249.0,1.8,71.0
2020-07-05,323.0,1.8,71.0
2020-07-12,284.0,1.8,71.0
2020-07-19,280.0,2.0,71.0
2020-07-26,513.0,6.0,
2020-08-02,297.0,1.8,71.0
2020-08-09,303.875,,
2020-08-16,310.75,,
2020-08-23,317.625,,
2020-08-30,324.5,,
2020-09-06,331.375,,
2020-09-13,338.25,,
2020-09-20,345.125,,
2020-09-27,352.0,1.8,71.0
2020-10-04,352.0,1.8,71.0
2020-10-11,352.0,1.8,
2020-10-18,422.0,1.8,71.0
2020-10-25,323.0,,
2020-11-01,371.0,,
2020-11-08,52.0,,
2020-11-15,149.0,,
2020-11-22,295.0,,
2020-11-29,270.0,,
2020-12-06,245.0,,
2020-12-13,220.0,,
2020-12-20,195.0,,
