Date,dsp_phyto,asp_phyto,psp_phyto
2014-11-09,20.0,2523.0,20.0
2014-11-16,20.0,392.0,20.0
2014-11-23,20.0,20.0,26.666666666666668
2014-11-30,20.0,20.0,33.333333333333336
2014-12-07,20.0,20.0,20.0
2014-12-14,20.0,3989.0,40.0
2014-12-21,20.0,1147.0,60.0
2014-12-28,20.0,3795.6666666666665,66.66666666666667
2015-01-04,20.0,3411.0,20.0
2015-01-11,20.0,2279.6666666666665,33.333333333333336
2015-01-18,20.0,20.0,20.0
2015-01-25,20.0,20.0,20.0
2015-02-01,20.0,20.0,20.0
2015-02-08,20.0,20.0,20.0
2015-02-15,20.0,20.0,20.0
2015-02-22,20.0,392.3333333333333,20.0
2015-03-01,20.0,20.0,20.0
2015-03-08,20.0,892.6666666666666,66.66666666666667
2015-03-15,20.0,15921.666666666666,26.666666666666668
2015-03-22,20.0,68593.33333333333,20.0
2015-03-29,20.0,30504.333333333332,306.6666666666667
2015-04-05,20.0,1289.0,35.0
2015-04-12,20.0,954.0,20.0
2015-04-19,20.0,1924.6666666666667,20.0
2015-04-26,20.0,581.6666666666666,40.0
2015-05-03,86.66666666666667,20.0,20.0
2015-05-10,113.33333333333333,7010.333333333333,20.0
2015-05-17,446.6666666666667,1901.0,20.0
2015-05-24,33.333333333333336,392.3333333333333,20.0
2015-05-31,20.0,1143.6666666666667,66.66666666666667
2015-06-07,53.333333333333336,45478.666666666664,20.0
2015-06-14,286.6666666666667,31342.333333333332,46.666666666666664
2015-06-21,20.0,20.0,20.0
2015-06-28,53.333333333333336,1552.3333333333333,20.0
2015-07-05,1896.0,5253.5,25.0
2015-07-12,266.6666666666667,12449.0,20.0
2015-07-19,50.0,14622.0,30.0
2015-07-26,106.66666666666667,19520.333333333332,20.0
2015-08-02,70.0,14504.0,20.0
2015-08-09,93.33333333333333,51077.666666666664,73.33333333333333
2015-08-16,420.0,19316.0,170.0
2015-08-23,260.0,10120.333333333334,20.0
2015-08-30,250.0,25010.0,50.0
2015-09-06,550.0,9163.0,20.0
2015-09-13,190.0,36446.25,75.0
2015-09-20,100.0,11936.5,150.0
2015-09-27,240.0,31842.25,20.0
2015-10-04,726.6666666666666,15714.666666666666,20.0
2015-10-11,773.3333333333334,20.0,53.333333333333336
2015-10-18,320.0,2161.3333333333335,20.0
2015-10-25,226.66666666666666,5193.0,20.0
2015-11-01,690.0,1075.25,20.0
2015-11-08,40.0,285.3333333333333,20.0
2015-11-15,26.666666666666668,4301.666666666667,20.0
2015-11-22,46.666666666666664,8985.666666666666,20.0
2015-11-29,20.0,7790.0,26.666666666666668
2015-12-06,20.0,3250.75,20.0
2015-12-13,20.0,10532.0,20.0
2015-12-20,20.0,20.0,20.0
2015-12-27,20.0,20.0,20.0
2016-01-03,20.0,20.0,20.0
2016-01-10,20.0,20.0,20.0
2016-01-17,20.0,20.0,20.0
2016-01-24,20.0,1003.3333333333334,20.0
2016-01-31,20.0,537.0,20.0
2016-02-07,20.0,20.0,20.0
2016-02-14,20.0,13421.0,33.333333333333336
2016-02-21,20.0,2631.3333333333335,26.666666666666668
2016-02-28,20.0,1702.6666666666667,20.0
2016-03-06,20.0,20.0,20.0
2016-03-13,20.0,1495.0,20.0
2016-03-20,20.0,20.0,20.0
2016-03-27,20.0,14788.0,20.0
2016-04-03,20.0,48653.666666666664,20.0
2016-04-10,20.0,6767.0,20.0
2016-04-17,20.0,20.0,20.0
2016-04-24,20.0,20.0,20.0
2016-05-01,20.0,20.0,20.0
2016-05-08,80.0,20.0,20.0
2016-05-15,200.0,20.0,20.0
2016-05-22,60.0,827.0,40.0
2016-05-29,40.0,21547.0,30.0
2016-06-05,170.0,217992.5,20.0
2016-06-12,60.0,20000.0,20.0
2016-06-19,20.0,85800.0,40.0
2016-06-26,110.0,33600.0,40.0
2016-07-03,20.0,14110.666666666666,46.666666666666664
2016-07-10,40.0,20.0,20.0
2016-07-17,40.0,6940.0,20.0
2016-07-24,20.0,20.0,20.0
2016-07-31,290.0,23610.0,20.0
2016-08-07,50.0,25260.0,20.0
2016-08-14,126.66666666666667,29613.333333333332,146.66666666666666
2016-08-21,20.0,210400.0,1780.0
2016-08-28,286.6666666666667,22266.333333333332,93.33333333333333
2016-09-04,20.0,1600.0,20.0
2016-09-11,20.0,20.0,40.0
2016-09-18,220.0,2010.0,120.0
2016-09-25,66.66666666666667,31206.666666666668,46.666666666666664
2016-10-02,206.66666666666666,7473.333333333333,26.666666666666668
2016-10-09,80.0,30940.0,20.0
2016-10-16,73.33333333333333,3206.6666666666665,20.0
2016-10-23,26.666666666666668,20.0,53.333333333333336
2016-10-30,20.0,20.0,20.0
2016-11-06,53.333333333333336,20.0,20.0
2016-11-13,20.0,20.0,20.0
2016-11-20,20.0,3610.0,20.0
2016-11-27,20.0,20.0,20.0
2016-12-04,20.0,20.0,20.0
2016-12-11,20.0,2146.6666666666665,20.0
2016-12-18,20.0,20.0,20.0
2016-12-25,20.0,560.0,20.0
2017-01-01,20.0,20.0,20.0
2017-01-08,20.0,20.0,20.0
2017-01-15,30.0,20.0,20.0
2017-01-22,20.0,20.0,20.0
2017-01-29,20.0,20.0,20.0
2017-02-05,20.0,20.0,20.0
2017-02-12,20.0,20.0,20.0
2017-02-19,20.0,20.0,20.0
2017-02-26,20.0,815.0,20.0
2017-03-05,20.0,813.3333333333334,20.0
2017-03-12,20.0,20.0,20.0
2017-03-19,20.0,4010.0,20.0
2017-03-26,20.0,5235.0,20.0
2017-04-02,30.0,2410.0,20.0
